income_declared,income_detected,address_mismatch,device_location,document_authenticity_score,account_balance_pattern,employment_mismatch,rapid_loan_requests,fraud_probability,fraud_flag
114035,95754,0,1,0.62,0.59,1,0,0.151,0
72815,76521,0,1,0.55,0.82,0,0,0.13,0
137928,150190,0,2,0.42,0.41,0,0,0.176,0
33035,3735,0,0,0.79,0.29,0,0,0.363,0
101100,92366,0,0,0.9,0.37,0,0,0.055,0
90644,88129,1,3,0.62,0.49,0,0,0.305,0
51261,69941,0,4,0.51,0.93,0,0,0.25,0
164529,175245,0,4,0.56,0.97,0,0,0.133,0
37290,26024,0,1,0.41,0.47,0,0,0.253,0
193108,163275,0,0,0.77,0.71,0,0,0.112,0
128614,120488,0,0,0.96,0.89,0,0,0.032,0
186810,194691,0,1,0.82,0.24,0,0,0.06,0
76117,91497,0,0,0.7,0.86,1,0,0.146,0
36806,39651,0,0,0.92,0.69,1,0,0.047,0
55099,63143,0,1,0.85,0.9,0,0,0.089,0
156323,146784,0,4,0.72,0.2,0,1,0.291,0
171147,167641,1,0,0.71,0.85,0,1,0.48,0
43333,35872,0,2,0.84,0.33,1,0,0.1,0
64292,71911,0,1,0.89,0.97,0,0,0.069,0
34695,48849,0,2,0.77,0.39,0,0,0.2,0
43069,21513,0,1,0.85,0.75,0,0,0.213,0
193091,211364,1,4,0.74,0.78,0,0,0.298,0
193520,208828,0,0,0.71,0.25,0,0,0.1,0
119396,122046,0,4,0.68,0.66,0,0,0.088,0
182601,164013,0,4,0.65,0.53,1,0,0.123,0
182334,188882,1,2,0.92,0.75,0,1,0.433,0
175667,169098,0,1,0.61,0.98,0,0,0.111,0
101810,109350,1,4,0.71,0.68,0,0,0.298,0
100836,77786,0,3,0.64,0.16,0,1,0.37,0
168836,188406,0,0,0.98,0.28,0,0,0.046,0
72146,80614,0,2,0.99,0.4,0,0,0.044,0
70756,88040,0,2,0.58,0.42,1,1,0.39,0
192778,207607,0,2,0.88,0.8,1,0,0.057,0
176075,188724,0,0,0.69,0.36,0,1,0.303,0
20476,14364,0,4,0.64,0.58,0,0,0.194,0
140760,152496,1,4,0.51,1.0,1,0,0.352,0
171800,181387,0,2,0.45,0.65,1,1,0.357,0
59871,38494,1,4,0.49,0.11,0,0,0.452,0
103208,107158,0,4,0.83,0.4,0,0,0.056,0
55788,50519,0,1,0.73,0.58,1,0,0.101,0
199844,189319,0,1,0.7,0.86,0,1,0.293,0
43934,50678,1,2,0.41,0.63,0,0,0.401,0
141703,120454,0,2,0.41,0.74,0,0,0.2,0
129723,136079,0,3,0.9,0.21,0,0,0.042,0
113436,94119,0,3,0.78,0.2,0,0,0.115,0
162939,154046,0,3,0.95,0.43,0,0,0.032,0
158567,139489,0,4,0.64,0.39,1,0,0.132,0
121776,128611,0,1,0.57,0.28,1,0,0.127,0
152681,148659,0,1,0.46,0.38,1,0,0.144,0
120310,95650,0,2,0.51,0.14,1,0,0.194,0
61267,68621,0,0,0.81,0.39,0,0,0.09,0
133062,123150,0,2,0.64,0.64,0,1,0.316,0
74120,89944,0,1,0.78,0.23,0,0,0.13,0
43523,58978,0,4,0.85,0.78,0,0,0.162,0
182021,191113,1,2,0.85,0.4,0,0,0.255,0
122921,102164,0,0,0.68,0.9,0,1,0.339,0
128464,115527,0,0,0.73,0.92,0,0,0.103,0
113290,109336,1,2,0.69,0.97,0,1,0.49,0
116550,129006,0,1,0.52,0.64,1,0,0.157,0
86517,82933,0,0,0.77,0.74,0,0,0.072,0
73823,51724,0,1,0.59,0.76,0,0,0.207,0
180899,194297,0,2,0.82,0.49,0,0,0.071,0
120165,96508,0,1,0.76,0.87,0,1,0.329,0
116983,114122,0,0,0.65,0.73,0,0,0.096,0
68412,73219,0,2,0.56,0.74,0,0,0.135,0
123850,96383,0,0,0.75,0.83,0,0,0.14,0
81718,84062,0,4,0.75,0.66,0,0,0.073,0
194722,197841,0,1,0.89,0.31,0,0,0.033,0
39200,52061,0,3,0.81,0.97,0,0,0.162,0
47484,37543,0,1,0.88,0.72,0,1,0.303,0
107483,121766,0,2,0.66,0.52,1,0,0.132,0
91691,65180,0,1,0.5,0.63,0,1,0.426,0
42407,24482,0,2,0.77,0.45,0,1,0.405,0
97096,88510,0,3,0.6,0.61,1,1,0.331,0
68492,77512,0,3,0.59,0.32,0,0,0.149,0
199366,214319,0,3,0.68,0.3,0,0,0.106,0
89789,107878,0,1,0.65,0.44,0,1,0.358,0
60368,62575,0,4,0.97,0.36,1,0,0.02,0
79585,66700,0,1,0.69,0.89,1,1,0.334,0
175739,183886,0,4,0.61,0.87,0,0,0.114,0
67733,54663,0,0,0.58,0.14,0,1,0.373,0
193056,194418,0,1,0.82,0.12,1,0,0.047,0
56994,29304,0,1,0.53,0.19,0,1,0.488,0
178970,168140,0,0,0.71,0.16,0,0,0.094,0
115039,120110,0,4,0.43,0.61,1,0,0.158,0
131180,111881,0,3,0.96,0.79,0,0,0.061,0
80352,78230,0,3,0.46,0.4,0,0,0.144,0
124046,118344,0,0,0.79,0.94,0,1,0.269,0
181934,179124,0,1,0.61,0.42,0,1,0.303,0
22322,10300,1,2,0.48,0.37,0,0,0.518,0
148629,146034,0,4,0.53,0.74,0,0,0.124,0
113673,84734,0,2,0.99,0.25,0,0,0.092,0
124707,95390,1,3,0.51,0.84,0,0,0.405,0
88563,87842,0,4,0.43,0.19,0,0,0.145,0
34342,43656,0,4,0.62,0.47,0,0,0.19,0
177533,174183,0,4,0.96,0.78,0,1,0.217,0
193943,205146,0,3,0.82,0.71,0,0,0.065,0
94592,80831,0,4,0.47,0.88,0,0,0.183,0
194027,185263,0,4,0.85,0.45,0,0,0.053,0
153702,154623,0,0,0.51,0.76,0,1,0.325,0
138503,137077,0,0,0.94,0.8,1,0,0.019,0
94264,87052,0,4,0.83,0.5,0,0,0.069,0
155887,136075,0,4,0.96,0.9,0,0,0.054,0
79363,59571,0,0,0.73,0.52,1,0,0.155,0
101356,87459,0,2,0.87,0.76,0,0,0.08,0
154662,151224,0,4,0.74,0.79,0,0,0.073,0
142018,142922,0,4,0.49,0.7,1,0,0.13,0
32899,34496,0,2,0.62,0.9,0,0,0.112,0
129224,139741,1,2,0.96,0.7,0,0,0.238,0
144036,152308,0,4,0.88,0.97,0,0,0.05,0
45473,24741,0,2,0.84,0.29,0,1,0.4,0
88740,90093,0,0,0.6,0.34,0,0,0.105,0
114204,124713,0,2,0.41,0.4,0,0,0.18,0
46480,18570,0,1,0.54,0.68,0,1,0.525,0
54064,50521,1,2,0.82,0.62,0,0,0.268,0
166265,173644,0,2,0.55,0.69,0,0,0.128,0
191218,202357,0,1,0.42,0.12,0,0,0.165,0
101293,114154,0,4,0.79,0.58,0,0,0.097,0
37695,15644,0,1,0.64,0.26,0,0,0.295,0
65992,79687,1,2,0.72,0.58,0,0,0.343,0
127040,127624,0,4,0.43,0.25,0,0,0.144,0
166733,177601,0,4,0.99,0.12,1,1,0.225,0
172637,184893,0,4,0.6,0.36,1,0,0.125,0
27371,26690,0,2,0.83,0.39,0,0,0.051,0
167604,171922,0,4,0.69,0.4,0,0,0.087,0
100899,109339,0,1,0.72,0.26,0,0,0.099,0
146812,157917,0,2,0.7,0.67,1,0,0.101,0
105941,90492,0,4,0.92,0.27,0,1,0.271,0
166066,142120,0,0,0.58,0.49,0,0,0.155,0
66156,41464,0,1,0.65,0.13,1,1,0.418,0
42747,55210,0,3,0.9,0.36,0,0,0.127,0
138900,113729,0,3,0.9,0.38,1,0,0.088,0
68853,58747,0,3,0.88,0.86,0,0,0.081,0
66116,56037,0,3,0.95,0.26,0,0,0.066,0
188485,202225,0,2,0.69,0.96,0,0,0.103,0
110009,113055,0,1,0.47,0.49,1,0,0.142,0
73807,61010,0,3,0.61,0.24,1,0,0.158,0
71487,78620,0,3,0.74,0.39,0,0,0.1,0
92459,104490,0,2,0.44,0.23,0,1,0.386,0
183953,196814,0,2,0.79,0.36,0,0,0.077,0
123861,97189,1,1,0.6,0.47,0,0,0.375,0
68051,47669,0,0,0.94,0.17,0,0,0.12,0
90223,76459,0,1,0.67,0.61,0,0,0.136,0
124161,140494,0,1,0.66,0.97,1,0,0.131,0
162294,163709,0,0,1.0,0.74,0,0,0.003,0
46913,65968,0,3,0.95,0.64,0,0,0.155,0
28636,27850,0,4,0.76,0.45,1,0,0.07,0
62852,49322,0,0,0.81,0.97,0,0,0.123,0
177054,147450,1,4,0.98,0.5,0,0,0.264,0
59251,39925,0,3,0.98,0.21,0,0,0.119,0
78512,85173,0,1,0.63,0.14,0,0,0.122,0
157499,135025,0,1,0.63,0.66,0,0,0.142,0
35261,33730,1,2,0.57,0.31,0,0,0.323,0
134097,105177,0,0,0.55,0.28,0,1,0.388,0
30969,50404,0,0,0.92,0.29,1,0,0.24,0
88341,97038,1,4,1.0,0.39,0,0,0.234,0
181220,157821,0,0,0.83,0.37,0,0,0.088,0
198387,185729,0,1,0.55,0.62,0,0,0.135,0
23667,8950,0,3,0.88,0.19,0,0,0.248,0
95597,97651,0,1,0.82,0.11,0,1,0.253,0
157796,159143,0,1,0.96,0.66,0,0,0.013,0
114465,93610,1,2,0.82,0.66,0,0,0.309,0
74226,47464,0,1,0.73,0.71,0,0,0.194,0
149433,125517,0,2,0.63,0.69,0,1,0.349,0
188518,169155,0,2,0.49,0.41,0,0,0.163,0
199068,180636,1,1,0.8,0.45,1,1,0.482,0
155257,157439,0,3,0.97,0.17,1,0,0.012,0
92548,86331,0,1,0.46,0.7,0,0,0.159,0
172253,180331,0,3,0.99,0.15,0,0,0.019,0
116250,103582,0,3,0.64,0.11,0,0,0.128,0
185295,172735,0,3,0.81,0.36,0,0,0.071,0
171600,153791,0,0,0.8,0.42,1,0,0.086,0
160186,178301,0,4,0.81,0.1,0,0,0.087,0
82455,97625,0,1,0.58,0.47,1,0,0.169,0
181744,165858,0,1,0.78,0.99,0,0,0.086,0
127430,143104,0,0,0.44,0.53,0,0,0.183,0
71324,49414,0,3,0.63,0.85,0,0,0.2,0
127200,144621,0,2,0.95,0.43,1,0,0.06,0
40233,49225,0,4,0.65,0.27,0,0,0.166,0
159967,164855,0,1,0.69,0.42,0,0,0.088,0
29983,41705,0,4,0.76,0.39,0,0,0.197,0
86421,70806,0,2,0.94,0.66,1,0,0.078,0
123829,97477,0,2,0.71,0.59,0,0,0.147,0
100105,78903,0,4,0.55,0.3,0,0,0.187,0
94680,82686,0,3,0.64,0.72,0,0,0.134,0
54621,62889,0,1,0.58,0.59,0,0,0.158,0
130298,138325,0,1,0.58,0.44,0,0,0.127,0
79323,75478,0,4,0.42,0.17,0,1,0.362,0
185362,192531,0,1,0.43,0.67,0,0,0.156,0
128739,119093,0,2,0.94,0.33,0,0,0.041,0
193456,166709,0,3,0.83,0.71,1,0,0.091,0
137951,122836,0,4,0.49,0.14,0,1,0.366,0
111973,124491,0,0,0.59,0.21,1,0,0.142,0
29101,29955,0,4,0.92,0.24,1,1,0.23,0
114762,94677,0,0,0.63,0.51,0,0,0.154,0
175525,162400,0,1,0.79,0.88,0,0,0.079,0
103435,102091,0,3,0.99,0.52,1,0,0.007,0
85977,91718,0,1,0.64,0.36,0,0,0.113,0
186382,166462,0,2,0.97,0.89,0,0,0.045,0
187954,180255,0,4,0.49,0.17,0,0,0.142,0
173174,173076,0,2,0.98,0.12,1,0,0.005,0
22196,-2465,1,2,0.78,0.37,0,0,0.644,1
85382,88925,0,2,0.44,0.58,0,0,0.155,0
143670,149508,0,2,0.79,0.41,0,0,0.067,0
144112,135225,0,3,0.51,0.49,0,1,0.344,0
133137,105331,0,1,0.55,0.58,0,0,0.186,0
152467,129984,0,2,0.42,0.92,0,0,0.197,0
116412,113946,1,3,0.87,0.42,0,0,0.24,0
42937,42524,0,2,0.52,0.97,0,0,0.123,0
144131,123380,0,3,0.84,0.7,0,0,0.09,0
21477,406,0,4,0.87,0.67,0,1,0.576,1
148042,127197,0,0,0.94,0.64,0,0,0.064,0
145064,115556,0,2,0.83,0.19,1,0,0.114,0
101943,107378,0,2,0.4,0.58,0,1,0.369,0
134679,124800,0,3,0.88,0.59,1,0,0.056,0
43819,42158,0,2,0.76,0.77,0,0,0.073,0
195158,194231,0,4,0.91,0.2,0,0,0.024,0
153523,156220,0,2,0.41,0.34,0,0,0.154,0
54992,37445,0,4,0.75,0.86,0,1,0.374,0
53798,70488,1,0,0.73,0.89,0,1,0.576,1
177401,157256,0,0,0.9,0.89,1,0,0.065,0
37544,42915,0,4,0.89,0.32,1,0,0.078,0
118503,110127,0,3,0.94,0.68,0,0,0.04,0
82157,93011,0,3,0.81,0.52,0,0,0.094,0
43308,20241,1,2,0.52,0.4,0,1,0.706,1
199261,190366,0,2,0.58,0.42,1,0,0.121,0
152981,131005,0,1,0.67,0.82,0,0,0.133,0
120564,94385,0,3,0.99,0.59,0,0,0.078,0
107915,92367,0,4,0.51,0.91,0,0,0.173,0
26923,10836,0,2,0.76,0.41,0,0,0.269,0
35351,44326,0,0,0.56,0.67,0,0,0.199,0
125199,105527,0,1,0.64,0.27,0,1,0.345,0
177250,171331,0,1,0.73,0.24,0,0,0.079,0
85379,57497,0,0,0.86,0.78,1,0,0.149,0
186417,167601,0,0,0.92,0.31,0,0,0.055,0
32266,16265,0,1,0.63,0.95,1,0,0.266,0
164970,175425,0,3,0.71,0.59,0,0,0.095,0
64748,44061,0,0,0.57,0.31,0,0,0.219,0
47860,48380,0,4,1.0,0.13,0,0,0.004,0
175957,180570,1,3,0.47,0.93,0,0,0.342,0
124054,123562,0,1,0.42,0.57,0,1,0.346,0
65797,60574,0,4,0.57,0.27,0,0,0.135,0
165016,168726,0,2,0.78,0.81,0,0,0.063,0
172235,177175,0,2,0.54,0.99,0,0,0.125,0
53310,39301,0,2,0.82,0.76,0,0,0.137,0
87480,78316,0,4,0.48,0.63,0,1,0.367,0
129087,117051,0,1,0.55,0.87,0,0,0.145,0
50181,27012,0,3,0.87,0.97,0,0,0.194,0
137592,108544,0,3,0.58,0.65,0,0,0.179,0
82876,60922,0,1,0.81,0.22,0,0,0.14,0
194505,189524,0,0,0.62,0.17,0,0,0.104,0
178449,185575,0,1,0.74,0.9,0,1,0.279,0
63100,75860,0,0,0.46,0.62,0,0,0.206,0
181590,180712,0,3,0.94,0.93,0,0,0.017,0
111786,87330,0,3,0.74,0.28,0,0,0.142,0
144449,123911,0,1,0.77,0.78,0,0,0.107,0
24789,32033,0,4,0.61,1.0,0,0,0.2,0
76815,49116,0,4,0.74,0.97,0,0,0.191,0
130188,100601,0,3,0.64,0.88,0,1,0.37,0
166381,163526,0,0,0.83,0.74,0,0,0.049,0
139528,129103,0,4,0.93,0.96,0,1,0.244,0
149755,122154,0,0,0.63,0.75,0,0,0.157,0
91908,86006,0,3,0.42,0.78,0,0,0.167,0
96577,79604,0,1,0.62,0.17,0,0,0.157,0
161086,143030,0,4,0.74,0.21,0,0,0.104,0
48849,42548,0,2,0.65,0.67,0,0,0.133,0
67954,60830,0,1,0.45,0.41,1,1,0.374,0
149549,167117,0,1,0.57,0.2,0,0,0.149,0
191426,167487,0,3,0.65,0.13,0,0,0.131,0
97817,82970,0,1,0.61,0.57,1,0,0.151,0
20981,39857,0,4,0.93,0.38,0,0,0.332,0
78497,83729,0,4,0.67,0.97,1,1,0.306,0
130492,101688,0,1,0.85,0.9,0,1,0.315,0
144974,157301,0,3,0.54,0.68,0,0,0.145,0
67475,60132,0,1,0.87,0.55,1,0,0.071,0
147278,126624,0,1,0.67,0.81,1,0,0.132,0
174759,190225,0,0,0.83,0.46,0,0,0.073,0
125894,122716,0,0,0.88,0.61,0,0,0.039,0
48065,43016,0,4,0.62,0.65,0,0,0.132,0
82405,96923,0,2,0.91,0.45,0,0,0.084,0
85443,60745,0,1,0.62,0.2,1,0,0.196,0
48888,61589,1,3,0.64,0.52,0,1,0.581,1
95202,97767,0,2,0.88,0.85,0,0,0.039,0
48047,61219,0,1,0.72,0.15,0,0,0.166,0
137337,150753,0,4,0.54,0.12,1,0,0.149,0
91447,87928,0,3,0.56,0.24,0,0,0.123,0
184488,196369,0,4,0.54,0.89,0,0,0.138,0
80172,67289,0,4,0.76,0.92,0,0,0.116,0
147922,142631,1,4,0.8,0.95,0,0,0.263,0
153598,173156,0,0,0.61,0.41,0,0,0.142,0
119609,98664,0,4,0.76,0.44,0,0,0.121,0
105324,100980,0,1,0.88,0.85,0,0,0.044,0
169420,149362,0,1,0.55,0.86,0,0,0.154,0
92789,70054,0,0,0.97,0.46,0,1,0.293,0
188850,188573,0,2,0.48,0.97,0,0,0.131,0
91767,101186,0,2,0.62,0.22,0,0,0.131,0
78635,98500,0,3,0.51,0.44,0,1,0.411,0
181139,182253,0,2,0.46,0.7,1,0,0.137,0
168730,168506,0,2,0.5,0.41,0,0,0.125,0
153545,163422,0,4,0.45,0.42,0,0,0.16,0
42157,27287,1,1,0.56,0.73,0,1,0.633,1
124731,135544,0,1,0.48,0.89,0,0,0.16,0
126024,103346,0,4,0.79,0.43,0,0,0.115,0
47746,43889,0,1,0.61,0.28,1,0,0.126,0
26137,39183,1,3,0.5,0.59,0,1,0.7,1
156687,167379,0,0,1.0,0.6,0,0,0.024,0
108905,96519,0,4,0.48,0.59,0,0,0.17,0
128477,124387,0,4,0.91,0.84,0,0,0.034,0
197038,174249,0,1,0.98,0.42,0,1,0.245,0
160411,174538,0,3,0.61,0.67,0,1,0.328,0
61549,67279,0,3,0.45,0.8,0,1,0.37,0
63819,74279,1,3,0.44,0.32,0,0,0.397,0
145583,139971,0,3,0.62,0.29,0,1,0.308,0
38229,39377,0,2,0.59,0.15,0,0,0.113,0
159593,172356,0,4,0.85,0.67,0,0,0.065,0
80907,60670,0,4,0.46,0.67,0,0,0.223,0
144953,152398,0,0,0.67,0.45,0,0,0.1,0
199875,197153,1,0,0.84,0.25,0,0,0.245,0
110354,127040,0,0,0.95,0.39,0,1,0.265,0
53170,49853,0,0,0.48,0.67,0,0,0.152,0
122412,129504,0,4,0.58,0.65,0,0,0.125,0
135545,130739,0,3,0.81,0.79,1,0,0.06,0
100389,117487,0,0,0.78,0.95,1,0,0.115,0
159060,134231,0,1,0.53,0.3,0,0,0.172,0
115784,129716,0,4,0.65,0.93,0,0,0.13,0
42233,23082,0,0,0.59,0.94,0,0,0.261,0
126086,129656,0,0,0.88,0.94,0,0,0.04,0
28102,20654,0,2,0.79,0.24,0,0,0.145,0
154415,152363,0,2,0.98,0.96,0,0,0.01,0
92813,65387,1,2,0.4,0.6,0,0,0.453,0
35532,46316,0,4,0.47,0.13,0,1,0.439,0
121673,118267,0,3,0.55,0.88,0,0,0.122,0
75500,75180,1,0,0.48,0.52,1,0,0.331,0
22415,32785,0,4,0.71,0.17,0,0,0.234,0
78438,89457,0,0,0.88,0.96,0,1,0.279,0
24386,-4397,0,4,0.8,0.8,1,1,0.663,1
60183,69584,0,2,0.83,0.42,0,0,0.097,0
98578,70405,0,0,0.58,0.1,0,1,0.405,0
194647,193562,0,4,0.99,0.73,0,0,0.004,0
20268,30218,0,4,0.82,0.69,0,0,0.217,0
131943,147497,0,4,0.43,0.16,0,0,0.184,0
93103,102084,0,4,1.0,0.13,0,0,0.034,0
115380,91196,1,0,0.46,0.87,0,0,0.408,0
152529,151498,0,4,0.83,0.13,0,0,0.045,0
143310,124652,0,4,0.74,0.44,0,0,0.111,0
189157,163425,0,1,0.69,0.18,0,1,0.325,0
138751,153317,0,0,0.44,0.76,0,0,0.177,0
123119,104118,0,2,0.69,0.81,0,0,0.132,0
74104,85780,0,0,0.41,0.45,0,0,0.203,0
82812,52939,0,3,0.46,0.72,0,0,0.261,0
68874,66059,0,3,0.74,0.8,1,0,0.079,0
164116,141039,0,2,0.72,0.47,0,0,0.119,0
25109,981,0,3,0.77,0.14,0,1,0.594,1
51515,54867,1,2,0.57,0.88,0,0,0.33,0
46405,28658,0,1,0.61,0.17,0,0,0.231,0
36183,31274,0,3,0.92,0.76,1,0,0.067,0
24796,35330,0,0,0.97,0.11,0,1,0.356,0
125577,105063,0,0,0.65,0.59,0,0,0.145,0
171894,147761,0,4,0.88,0.12,0,0,0.079,0
137782,113139,0,1,0.63,0.76,0,0,0.155,0
134677,145201,0,1,0.72,0.84,1,0,0.097,0
45372,49245,1,0,0.72,0.75,0,0,0.3,0
75846,62355,0,4,0.6,0.1,0,0,0.162,0
71997,61929,0,0,0.8,0.77,1,1,0.299,0
88661,62525,1,0,0.61,0.27,0,0,0.401,0
84891,83303,0,4,0.65,0.71,1,0,0.094,0
97816,91499,0,1,0.96,0.22,1,0,0.033,0
164361,181863,1,2,0.43,0.22,0,0,0.38,0
77541,57205,0,3,0.57,0.62,1,0,0.199,0
59699,44271,1,4,0.63,0.81,0,1,0.583,1
124924,109228,0,4,0.57,0.44,1,1,0.351,0
159632,169737,0,1,0.77,0.66,0,0,0.08,0
68640,57562,0,1,0.95,0.9,0,0,0.069,0
146988,134079,0,0,0.51,0.68,0,1,0.353,0
95366,109994,0,1,0.67,0.32,0,0,0.136,0
171153,179967,0,4,0.55,0.27,0,0,0.131,0
108098,81501,0,4,0.86,0.59,0,0,0.121,0
91698,68323,0,1,0.92,0.47,0,0,0.109,0
178930,187813,1,1,0.52,0.29,0,1,0.537,0
168629,164175,0,4,0.81,0.48,0,0,0.057,0
55011,67995,0,1,0.53,0.87,0,0,0.2,0
171571,181647,0,3,0.5,0.53,0,1,0.346,0
54832,34493,0,1,0.57,0.23,1,0,0.237,0
89808,69367,0,4,0.62,0.7,0,0,0.175,0
44687,49071,0,1,0.97,0.25,0,0,0.042,0
90100,73762,0,0,0.59,0.89,0,1,0.366,0
94124,103275,0,3,1.0,0.81,0,0,0.034,0
74461,66135,0,1,0.46,0.12,0,0,0.174,0
31543,50209,1,2,0.6,0.75,0,1,0.707,1
103841,116522,0,4,0.74,0.67,1,0,0.108,0
186103,158504,0,2,0.67,0.26,0,0,0.134,0
188448,196063,0,1,0.97,0.58,0,0,0.022,0
108666,104718,0,3,0.69,0.37,0,0,0.09,0
56831,65603,0,0,0.81,0.68,1,0,0.102,0
28979,12061,0,3,0.57,0.65,0,0,0.312,0
160523,153888,0,0,0.57,0.46,0,0,0.122,0
76439,89951,0,4,0.64,0.8,0,0,0.152,0
92466,65470,0,1,0.52,0.9,0,0,0.222,0
170302,165750,0,4,0.98,0.65,0,0,0.014,0
182233,169090,1,2,0.98,0.28,0,0,0.23,0
22991,22029,0,1,0.76,0.24,1,0,0.075,0
85921,65848,1,4,0.69,0.78,0,0,0.359,0
165179,168492,0,2,0.42,0.69,0,0,0.152,0
125175,139940,0,1,0.66,0.93,0,1,0.326,0
161322,144376,0,0,0.77,0.64,0,0,0.094,0
48741,24751,0,0,0.52,0.54,0,0,0.292,0
179351,179136,0,2,0.84,0.95,1,0,0.04,0
128712,109397,0,2,0.54,0.8,1,0,0.168,0
72266,45512,0,2,0.59,0.81,0,0,0.232,0
185195,162724,0,0,0.88,0.71,1,0,0.072,0
192875,188280,0,0,0.52,0.14,1,0,0.128,0
91980,92085,0,1,0.89,0.26,0,1,0.228,0
162818,147811,0,3,0.91,0.84,0,0,0.055,0
55909,42011,0,3,0.74,0.33,0,0,0.152,0
144706,138751,0,2,0.96,0.55,0,1,0.224,0
118338,130265,0,4,0.4,0.9,0,0,0.185,0
139513,111542,0,0,0.89,0.9,0,0,0.098,0
114344,133589,0,4,0.58,0.16,0,0,0.164,0
171264,151047,0,0,0.87,0.35,0,0,0.074,0
125409,129289,0,4,0.56,0.41,0,1,0.321,0
61606,74079,0,4,0.67,0.84,0,0,0.153,0
108230,118440,0,2,0.57,0.13,0,0,0.141,0
114124,129788,0,1,0.56,0.71,0,0,0.158,0
59944,75489,0,0,0.45,0.15,0,0,0.228,0
70522,61780,0,1,0.85,0.76,1,0,0.081,0
164982,181547,0,3,0.94,0.44,0,1,0.25,0
81629,83584,0,3,0.97,0.61,0,0,0.016,0
28791,14158,0,4,0.82,0.67,0,0,0.223,0
116517,89510,0,4,0.42,0.94,0,0,0.226,0
120215,90344,0,1,0.46,0.23,1,0,0.222,0
172536,163685,0,2,0.98,0.63,0,0,0.023,0
158482,167697,0,1,0.84,0.39,1,1,0.26,0
186308,198809,0,3,0.7,0.81,0,0,0.098,0
185650,162536,0,3,0.59,0.33,0,0,0.146,0
106750,107420,0,4,0.41,0.96,0,1,0.35,0
117821,110288,0,1,0.78,0.1,1,0,0.077,0
45984,41868,0,3,0.42,0.3,0,0,0.176,0
178583,151143,0,2,0.45,0.95,0,0,0.191,0
21863,12848,0,3,0.79,0.75,0,0,0.197,0
192006,204877,1,4,0.42,0.55,0,0,0.368,0
48913,44104,0,3,0.86,0.77,0,0,0.069,0
45474,65160,0,2,0.95,0.82,0,0,0.164,0
146573,120234,0,2,0.68,0.81,0,0,0.143,0
145087,143601,0,1,0.91,0.6,0,0,0.026,0
79230,99106,0,2,0.92,0.52,0,0,0.108,0
140521,142256,0,4,0.78,0.91,0,0,0.059,0
103118,89313,0,3,0.87,0.59,0,0,0.079,0
173915,160283,0,1,0.97,1.0,1,0,0.035,0
133158,130104,0,3,0.64,0.53,0,0,0.098,0
83935,54306,0,1,0.47,0.28,0,0,0.256,0
184749,164391,0,4,0.84,0.82,0,0,0.079,0
125995,122827,0,4,0.71,0.3,0,0,0.081,0
22719,29783,0,0,0.66,0.35,0,0,0.194,0
130262,101591,0,3,0.44,0.13,1,0,0.217,0
53454,27869,0,4,0.97,0.23,0,0,0.175,0
167273,160687,0,3,0.66,0.7,0,1,0.299,0
71598,67848,0,2,0.47,0.82,0,0,0.151,0
79320,90043,0,0,0.56,0.48,0,0,0.157,0
82992,100349,0,1,0.78,0.98,0,0,0.128,0
162433,172327,0,2,0.84,0.92,0,0,0.061,0
103968,101276,0,4,0.96,0.63,0,0,0.019,0
29760,10371,0,0,0.6,0.14,0,0,0.328,0
67317,41434,0,1,0.83,0.31,0,1,0.377,0
173241,181555,0,3,0.78,0.16,0,0,0.072,0
107593,124986,1,4,0.52,0.94,0,0,0.377,0
149482,162042,0,2,0.76,0.16,0,0,0.089,0
97647,97270,0,4,0.76,0.47,0,0,0.061,0
88619,99736,0,3,0.65,0.88,0,0,0.131,0
50592,46505,0,3,0.92,0.61,0,1,0.248,0
170121,153196,0,4,0.98,0.52,0,1,0.24,0
143993,158002,0,0,0.84,0.45,1,0,0.074,0
134346,149413,0,2,0.76,0.24,0,0,0.099,0
194846,180159,0,1,0.43,1.0,0,1,0.369,0
96296,102178,1,3,0.69,0.61,0,0,0.299,0
97629,95960,0,3,0.8,0.57,0,0,0.056,0
48795,42410,0,0,0.53,0.3,0,0,0.163,0
184667,200061,0,0,0.48,0.14,0,0,0.159,0
88073,61073,0,2,0.75,0.73,0,0,0.17,0
153843,165973,0,1,0.9,0.13,0,0,0.053,0
175542,149426,0,3,0.89,0.75,0,1,0.28,0
53594,42750,0,1,0.81,0.96,0,0,0.118,0
21423,9035,0,3,0.61,0.56,0,0,0.3,0
94491,91453,0,0,0.59,0.3,1,0,0.114,0
82161,54914,0,0,0.57,0.37,0,0,0.224,0
77601,58517,0,4,0.96,0.44,0,0,0.096,0
65866,40230,0,1,0.45,0.29,1,1,0.474,0
74604,68892,0,1,0.94,0.68,0,0,0.042,0
175009,180706,0,4,0.9,0.76,0,0,0.036,0
124264,141966,0,4,0.41,0.89,0,0,0.197,0
159506,169265,0,4,0.98,0.56,0,0,0.026,0
60762,58421,0,2,0.89,0.64,0,0,0.041,0
192699,203333,0,0,0.61,0.1,0,0,0.117,0
70751,42192,0,4,0.99,0.45,0,0,0.144,0
138348,155839,0,4,0.74,0.32,0,0,0.109,0
76267,82071,0,1,0.74,0.43,0,0,0.092,0
105450,80515,0,3,0.97,0.8,0,1,0.29,0
69587,41602,0,1,0.63,0.69,0,1,0.433,0
