age,monthly_income,debt_to_income_ratio,credit_utilization,number_of_existing_loans,years_in_job,credit_history_length,repayment_history_score,loan_amount,loan_tenure,account_balance,income_stability_score,pd_score,default
49,24342,0.38,0.39,0,3,3,0.42,112302,24,268652,0.43,0.462,0
43,28508,1.57,0.3,1,1,12,0.43,535607,36,417564,0.71,0.67,1
30,127249,0.62,0.45,1,10,3,0.56,946987,24,215979,0.37,0.526,0
29,105637,0.88,0.79,1,10,12,0.83,1117641,24,207931,0.31,0.668,1
33,96874,0.64,0.13,3,1,5,0.56,748461,48,431757,0.52,0.389,0
52,138919,0.04,0.8,2,9,13,0.53,71702,12,389254,0.58,0.468,0
21,143338,0.69,0.12,3,7,6,0.48,1191185,12,7641,0.51,0.416,0
21,74867,0.74,0.53,1,2,11,0.7,664172,36,419996,0.76,0.478,0
57,129435,0.52,0.46,0,10,6,0.88,813820,48,57331,0.84,0.347,0
38,182546,0.52,0.74,3,5,9,0.43,1147966,60,193422,0.89,0.525,0
56,137672,0.29,0.86,3,4,1,0.73,480740,48,285540,0.83,0.462,0
51,60395,0.78,0.49,1,8,1,0.86,563987,12,8283,0.59,0.477,0
21,82575,0.08,0.48,3,8,7,0.81,78515,60,232297,0.97,0.232,0
56,155236,0.54,0.87,3,14,5,0.44,998621,12,154557,0.99,0.554,0
29,51713,0.92,0.58,3,10,12,0.71,573964,48,398982,0.72,0.547,0
42,152457,0.41,0.68,3,10,1,0.64,745689,60,160973,0.63,0.486,0
48,62977,1.58,0.65,1,10,14,0.56,1194454,36,6234,0.41,0.828,1
46,42678,1.55,0.42,0,3,1,0.45,792205,48,447390,0.4,0.764,1
30,41987,0.54,0.52,3,11,5,0.95,270633,48,29504,0.36,0.455,0
23,81880,0.93,0.77,2,3,9,0.75,917116,12,288716,0.38,0.676,1
22,180664,0.36,0.14,1,13,4,0.8,786435,12,41473,0.58,0.263,0
57,33487,2.66,0.43,0,1,3,0.92,1070495,24,18892,0.61,0.91,1
51,119881,0.48,0.26,3,2,13,0.91,697468,24,413930,0.67,0.295,0
53,84540,0.73,0.52,1,6,5,0.42,739793,48,310425,0.77,0.526,0
52,157812,0.54,0.39,0,6,2,0.83,1022402,48,400126,0.61,0.384,0
32,93542,1.02,0.89,3,11,13,0.53,1142873,24,9038,0.68,0.724,1
23,135428,0.24,0.21,3,11,5,0.47,386352,60,283525,0.42,0.356,0
46,145612,0.04,0.75,1,3,10,0.68,73011,24,415266,0.61,0.414,0
34,147688,0.5,0.7,3,12,5,0.52,887222,60,467336,0.7,0.526,0
32,30046,2.03,0.25,3,7,8,0.92,730324,36,61848,0.38,0.735,1
46,153550,0.41,0.62,2,12,7,0.97,755324,12,459769,0.83,0.36,0
36,182403,0.3,0.45,2,14,3,0.41,657407,24,248958,0.36,0.479,0
28,164734,0.13,0.38,1,9,2,0.56,250985,36,145636,0.51,0.351,0
48,22963,2.38,0.39,1,10,11,0.63,655361,12,418571,0.4,0.925,1
27,121595,0.21,0.38,1,6,7,0.6,300876,60,237324,0.85,0.296,0
35,182285,0.55,0.54,0,0,11,0.76,1199718,48,184412,0.82,0.411,0
56,45746,0.39,0.75,2,5,13,0.47,212168,60,230786,0.53,0.56,0
28,116150,0.5,0.88,3,6,7,0.47,690368,48,226226,0.92,0.555,0
30,139003,0.16,0.71,3,9,13,0.98,268385,24,248542,0.85,0.322,0
35,60318,1.37,0.77,2,9,5,0.58,994208,24,464467,0.76,0.744,1
38,181542,0.14,0.61,1,13,4,0.84,298078,12,189914,0.43,0.395,0
57,31813,1.04,0.14,2,6,6,0.94,398154,60,443260,0.4,0.441,0
55,69768,1.17,0.84,1,13,7,0.45,975709,24,138357,0.51,0.794,1
22,114458,0.38,0.18,1,12,10,0.72,519730,12,466492,0.79,0.256,0
42,38369,2.02,0.83,1,4,10,0.51,930803,60,260301,0.55,0.983,1
35,118045,0.79,0.43,2,12,5,0.79,1113920,48,347532,0.61,0.468,0
57,35310,0.95,0.56,0,9,8,0.87,402076,12,72413,0.53,0.554,0
59,39733,1.13,0.6,0,8,11,0.49,536415,48,139971,0.4,0.714,1
56,137484,0.43,0.65,0,8,3,0.44,703818,24,295192,0.4,0.567,0
25,192746,0.51,0.88,0,1,11,0.89,1169184,36,244835,0.7,0.518,0
35,113237,0.69,0.67,1,9,10,0.59,935637,36,149051,0.46,0.597,0
47,112597,0.23,0.65,3,6,5,0.7,307239,60,325102,0.49,0.447,0
36,129778,0.29,0.25,0,12,5,0.75,448791,36,264494,0.5,0.31,0
56,159781,0.33,0.63,0,9,6,0.97,636391,48,262813,0.74,0.361,0
58,129768,0.18,0.57,2,5,12,0.5,274767,48,261632,0.92,0.361,0
38,33163,0.25,0.75,1,9,7,0.45,99218,60,365920,0.88,0.459,0
55,121418,0.28,0.62,0,7,7,0.54,407177,60,451014,0.58,0.463,0
45,82449,0.91,0.71,0,4,2,0.92,898730,60,452237,0.53,0.586,0
42,153367,0.64,0.74,0,7,13,0.97,1185379,24,235194,0.36,0.553,0
51,99212,0.79,0.73,0,5,13,0.92,940946,48,325536,0.95,0.479,0
57,41821,0.72,0.14,0,14,2,0.43,359543,60,281901,0.47,0.449,0
54,192812,0.09,0.36,3,14,1,0.82,214361,60,380540,0.46,0.293,0
43,199903,0.15,0.11,2,11,9,0.97,349292,24,223131,0.66,0.15,0
36,58446,0.47,0.36,3,10,4,0.45,329787,24,68855,0.4,0.474,0
26,48859,0.3,0.54,0,0,2,0.56,176556,60,383033,0.37,0.478,0
35,115489,0.24,0.55,0,3,8,0.77,329492,24,397573,0.6,0.378,0
38,58693,0.07,0.85,2,14,12,0.69,52091,60,460593,0.55,0.467,0
58,91773,0.52,0.57,3,6,14,0.8,567634,24,120454,0.72,0.426,0
33,84181,0.16,0.44,3,4,8,0.91,158103,60,45418,0.98,0.216,0
44,149531,0.37,0.88,0,4,6,0.93,659190,12,161307,0.65,0.484,0
33,66043,1.02,0.48,0,5,2,0.46,808524,24,399619,0.72,0.587,0
21,108543,0.76,0.46,2,13,7,0.46,987744,12,187230,0.44,0.571,0
56,64796,0.69,0.22,1,1,1,0.83,539568,48,102448,0.52,0.38,0
38,68147,1.15,0.48,1,2,7,0.41,938079,24,233708,0.99,0.576,0
53,164121,0.31,0.41,2,14,5,0.7,602941,60,7862,0.73,0.335,0
58,123827,0.74,0.79,2,1,2,0.6,1107011,36,128270,0.57,0.628,1
26,167228,0.18,0.27,2,5,1,0.7,362383,36,176084,0.92,0.216,0
37,161727,0.53,0.42,1,12,11,0.81,1023205,12,139955,0.76,0.365,0
24,149552,0.13,0.56,3,6,14,0.45,227614,12,467091,0.37,0.464,0
34,181330,0.22,0.75,3,13,4,0.93,476436,24,192640,0.98,0.335,0
50,55975,1.04,0.34,3,13,6,0.52,696355,48,423517,0.79,0.517,0
40,47284,1.57,0.35,1,9,8,0.88,893090,60,483605,0.57,0.625,1
28,22710,2.33,0.65,0,3,11,0.45,635538,48,221222,0.42,1.0,1
22,41338,2.17,0.2,1,5,3,0.58,1077041,24,375172,0.7,0.756,1
57,134437,0.37,0.1,2,10,12,0.65,603659,12,424602,0.72,0.254,0
24,55463,0.63,0.2,3,5,13,0.46,421231,60,461361,0.43,0.45,0
30,110722,0.74,0.53,2,6,3,0.94,982853,48,57178,0.93,0.396,0
40,40804,1.84,0.44,0,3,3,0.76,899629,12,229108,0.68,0.726,1
55,195904,0.41,0.36,0,11,12,0.76,966512,12,458926,0.9,0.296,0
30,196317,0.05,0.38,2,1,8,0.45,110514,60,118666,0.85,0.286,0
48,60126,0.42,0.28,3,12,2,0.92,301730,12,299991,0.82,0.255,0
35,22775,0.45,0.75,1,1,13,0.89,122960,48,481250,0.82,0.433,0
56,149846,0.58,0.23,3,10,9,0.43,1037727,36,397570,0.76,0.387,0
21,31429,1.04,0.53,0,1,6,0.85,393578,36,308499,0.32,0.612,1
42,152353,0.08,0.68,0,5,6,0.64,142981,48,417195,0.64,0.402,0
47,196363,0.27,0.22,1,7,4,0.81,629629,12,499368,0.47,0.289,0
49,54185,1.33,0.21,1,8,7,0.93,867432,24,326762,0.85,0.45,0
35,20740,1.43,0.53,2,12,2,0.65,356824,12,308253,0.78,0.657,1
30,130052,0.1,0.58,1,12,5,0.67,149229,12,225791,0.96,0.302,0
40,174177,0.31,0.84,2,2,13,0.4,644348,60,469882,0.74,0.544,0
42,24555,0.81,0.52,3,0,9,0.52,237612,24,94225,0.31,0.618,1
29,39470,1.12,0.41,0,6,1,0.55,530674,12,450316,0.35,0.644,1
52,184310,0.31,0.21,2,1,14,0.65,676576,24,12816,0.47,0.327,0
37,43411,1.64,0.63,0,1,6,0.87,852276,24,138843,0.86,0.684,1
39,62961,0.42,0.58,2,0,13,0.69,319113,12,192377,0.53,0.464,0
47,49500,0.33,0.46,1,11,7,0.49,196459,60,352602,0.73,0.399,0
57,178366,0.17,0.33,2,0,6,0.7,373309,12,46251,0.91,0.236,0
54,80660,0.64,0.46,1,5,14,0.56,623537,36,418033,0.79,0.451,0
30,74940,0.58,0.39,1,14,3,0.89,523985,24,132516,0.64,0.376,0
50,138263,0.19,0.17,0,14,9,0.46,308068,60,406126,0.65,0.285,0
41,29421,0.15,0.23,1,2,13,0.81,53705,36,61082,0.79,0.198,0
41,168600,0.17,0.17,3,6,1,0.41,343186,36,153021,0.68,0.284,0
54,148633,0.41,0.28,2,10,11,0.83,735330,24,58371,0.6,0.315,0
29,130870,0.14,0.48,2,5,14,0.85,219440,36,149539,0.61,0.311,0
54,31800,2.51,0.17,3,7,10,0.55,956568,60,398904,0.89,0.799,1
32,107016,0.61,0.18,3,14,10,0.91,777645,36,447453,0.4,0.354,0
41,48258,1.81,0.88,1,13,7,0.9,1045566,48,227451,0.86,0.808,1
40,33530,2.06,0.15,3,10,1,0.87,830862,12,413261,0.8,0.634,1
26,191207,0.2,0.37,2,4,7,0.62,450706,12,370539,0.62,0.332,0
56,28047,1.66,0.22,2,9,11,0.63,559336,12,101866,0.5,0.666,1
32,73120,0.81,0.73,3,14,5,0.99,710158,12,451328,0.97,0.466,0
51,33164,0.47,0.5,3,9,4,0.73,187082,36,458243,0.91,0.364,0
22,37259,1.89,0.24,0,7,9,0.42,845963,12,305920,0.32,0.808,1
36,28184,2.27,0.39,2,8,14,0.89,767740,48,55774,0.97,0.732,1
21,152636,0.43,0.42,2,11,5,0.79,789840,36,309880,0.53,0.39,0
24,195165,0.25,0.54,1,14,13,0.64,591562,36,221534,0.35,0.454,0
21,136482,0.6,0.8,2,7,13,0.68,975745,36,310876,0.62,0.57,0
55,90966,0.57,0.82,3,6,5,0.46,622031,60,364730,0.44,0.65,1
33,145133,0.23,0.65,0,5,3,0.92,397792,60,398887,0.53,0.395,0
51,123419,0.7,0.41,1,5,4,0.6,1032237,24,182450,0.99,0.4,0
40,33611,2.88,0.75,3,14,6,0.97,1163630,36,201958,0.55,1.0,1
27,47819,2.08,0.36,2,14,10,0.77,1196266,12,134249,0.42,0.808,1
53,113040,0.7,0.9,2,3,5,0.95,948905,48,58961,0.53,0.594,0
48,133578,0.07,0.6,3,9,8,0.42,115608,48,370756,0.66,0.412,0
40,52922,0.45,0.14,0,1,5,0.65,284694,36,284680,0.81,0.27,0
52,21115,4.47,0.18,0,10,2,0.69,1132393,60,399718,0.93,1.0,1
29,176827,0.16,0.32,0,4,14,0.42,338879,60,357837,0.67,0.334,0
54,97828,0.53,0.54,0,9,12,0.82,619439,36,90519,0.97,0.364,0
34,145610,0.15,0.85,1,9,3,0.67,258156,12,146718,0.85,0.431,0
24,32287,1.05,0.77,1,9,5,0.82,408234,12,388082,0.62,0.644,1
49,191198,0.36,0.22,3,9,2,0.67,833673,60,278080,0.55,0.323,0
35,33862,2.13,0.13,1,2,14,0.68,864403,36,454733,0.86,0.67,1
37,189043,0.49,0.32,2,12,14,0.82,1112141,24,492637,0.84,0.303,0
39,105468,0.7,0.87,0,12,4,0.71,885530,36,389840,0.93,0.552,0
58,180622,0.42,0.17,3,11,6,0.56,915377,36,295431,0.5,0.352,0
29,50107,0.42,0.48,0,11,1,0.48,252925,60,282285,0.53,0.471,0
47,45994,0.63,0.27,3,6,14,0.93,345564,24,191134,0.89,0.288,0
35,165620,0.17,0.5,0,8,2,0.99,332432,24,365135,0.86,0.248,0
57,196348,0.33,0.66,1,2,4,0.46,775877,24,486072,0.89,0.444,0
48,38466,1.95,0.82,0,1,4,0.78,900748,12,30708,0.43,0.932,1
24,132700,0.25,0.18,3,7,9,0.65,396586,36,102184,0.58,0.28,0
41,131891,0.51,0.82,1,14,9,0.44,801805,60,43208,0.32,0.662,1
54,24921,1.78,0.43,3,11,3,0.68,531306,48,248467,0.46,0.768,1
39,112771,0.4,0.33,2,3,6,0.44,536749,12,49411,0.96,0.336,0
57,56061,0.76,0.83,0,8,10,0.48,511387,60,452659,0.87,0.61,1
24,173173,0.06,0.13,2,11,9,0.76,129555,60,364348,0.5,0.209,0
57,52697,1.82,0.69,1,14,14,0.62,1152992,36,256330,0.88,0.796,1
52,106463,0.57,0.27,2,10,12,0.88,722242,24,93401,0.88,0.285,0
32,45229,1.21,0.59,3,5,6,0.89,654063,48,366691,0.52,0.627,1
36,40736,1.53,0.35,3,14,4,0.44,748091,60,496484,0.95,0.627,1
34,88086,0.31,0.84,3,8,7,0.74,330936,12,294980,0.86,0.452,0
21,194449,0.37,0.57,1,1,4,0.91,872698,12,105950,0.57,0.396,0
52,138362,0.23,0.15,3,1,12,0.63,385084,36,297918,0.92,0.2,0
41,21292,2.85,0.59,1,8,13,0.49,727313,24,380903,0.81,1.0,1
24,49858,0.17,0.34,2,7,6,0.92,100183,60,471007,0.57,0.264,0
29,159143,0.34,0.38,0,10,3,0.51,650804,60,101321,0.46,0.424,0
42,119857,0.6,0.85,0,0,8,0.41,865898,24,485460,0.72,0.622,1
32,77626,0.11,0.84,0,8,3,0.82,106668,48,132837,0.85,0.388,0
50,160344,0.52,0.63,0,2,12,0.58,995480,60,248275,0.45,0.544,0
50,196507,0.4,0.79,0,10,3,0.52,940768,36,73680,0.79,0.514,0
52,24977,2.55,0.46,1,12,5,0.52,764881,12,341090,0.44,1.0,1
56,182824,0.15,0.33,2,10,4,0.65,339232,24,320952,0.48,0.327,0
27,140511,0.58,0.57,3,0,1,0.62,979025,24,99218,0.91,0.438,0
37,89314,0.58,0.27,2,10,11,0.43,624969,24,396627,0.84,0.386,0
21,46104,1.9,0.28,3,1,5,0.71,1050663,60,441528,0.7,0.691,1
34,101608,0.72,0.69,1,8,6,0.7,882229,48,402728,0.38,0.606,1
58,173009,0.43,0.34,3,8,10,0.78,891616,48,198494,0.75,0.32,0
46,71606,1.02,0.86,2,1,2,0.77,872722,24,46590,0.61,0.68,1
47,108499,0.3,0.19,1,9,10,0.6,389766,12,189409,0.32,0.358,0
36,107814,0.16,0.28,3,3,4,0.54,207637,60,232735,0.67,0.296,0
27,118178,0.37,0.42,0,14,9,0.93,529925,60,86532,0.9,0.274,0
52,38310,1.75,0.11,2,7,14,0.79,805531,36,438818,0.43,0.632,1
45,126444,0.43,0.45,3,4,9,0.46,657504,24,413616,0.92,0.389,0
51,114120,0.32,0.5,0,14,6,0.88,443760,36,341829,0.48,0.383,0
36,37128,0.81,0.86,2,9,11,0.49,360694,60,391344,0.94,0.618,1
34,72035,0.15,0.5,3,14,3,0.88,132922,60,237367,0.71,0.295,0
45,50149,0.12,0.6,0,10,14,0.93,72680,24,273956,0.36,0.382,0
50,163868,0.54,0.27,3,14,7,0.55,1059977,60,107253,0.87,0.346,0
27,28553,2.22,0.47,2,3,1,0.56,761519,36,243529,0.81,0.846,1
32,171714,0.31,0.75,0,6,14,0.73,644783,48,204347,0.81,0.432,0
23,137014,0.67,0.12,3,13,10,0.82,1105371,48,102306,0.45,0.356,0
47,100222,0.23,0.11,3,6,8,0.8,278655,12,387655,0.41,0.254,0
39,147187,0.68,0.25,1,13,7,0.4,1194724,24,386801,0.73,0.432,0
57,152230,0.32,0.32,0,8,12,0.48,581514,60,447448,0.85,0.326,0
27,196971,0.23,0.13,0,11,3,0.86,548424,60,168485,0.45,0.241,0
36,49179,0.71,0.8,2,13,13,0.52,420151,36,146248,0.94,0.566,0
52,51204,0.96,0.4,2,12,8,0.7,591132,12,254188,0.79,0.482,0
28,168400,0.34,0.29,2,1,2,0.45,684212,12,440539,0.73,0.351,0
33,57881,0.54,0.89,2,7,9,0.44,377789,36,467304,0.9,0.578,0
31,139538,0.69,0.33,3,2,6,0.89,1153762,24,324572,0.5,0.41,0
40,115928,0.57,0.19,2,3,2,0.58,796374,36,329893,0.69,0.355,0
38,24803,3.61,0.63,3,5,2,0.61,1073984,60,182486,0.85,1.0,1
57,50603,1.51,0.66,3,14,12,0.57,914077,60,65614,0.7,0.755,1
26,149550,0.44,0.72,1,7,1,0.58,792324,48,286023,0.79,0.488,0
40,35456,0.88,0.61,3,8,3,0.95,376420,12,321011,0.68,0.508,0
52,179619,0.28,0.77,2,10,1,0.94,596926,48,439591,0.41,0.47,0
49,64755,0.69,0.21,1,11,3,0.69,533624,24,449734,0.82,0.344,0
24,174753,0.2,0.11,1,13,4,0.62,416694,24,115645,0.33,0.298,0
27,69155,1.22,0.56,2,14,12,0.9,1016090,12,118290,0.49,0.623,1
40,150800,0.62,0.47,3,3,6,0.57,1119500,12,446921,0.39,0.528,0
54,150696,0.17,0.24,0,14,6,0.78,307815,12,267228,0.51,0.268,0
56,155826,0.54,0.5,2,5,6,0.94,1014544,24,354457,0.97,0.328,0
27,32477,1.42,0.59,3,12,7,0.88,553355,24,85511,0.51,0.684,1
53,90599,0.53,0.53,1,9,4,0.72,575901,48,110204,0.78,0.418,0
35,163016,0.61,0.11,3,11,7,0.9,1199833,48,336484,0.87,0.237,0
52,83615,0.89,0.19,3,14,12,0.42,895663,48,427665,0.88,0.429,0
42,31867,2.49,0.21,2,2,10,0.82,951233,48,330509,0.72,0.788,1
49,54380,1.74,0.34,2,3,12,0.67,1138291,48,189822,0.45,0.73,1
45,133095,0.04,0.64,2,14,3,0.68,56336,48,436811,0.89,0.32,0
25,155601,0.32,0.38,3,11,9,0.59,596505,24,195040,0.75,0.345,0
34,139409,0.49,0.17,0,3,10,0.74,820937,36,89263,0.63,0.308,0
55,175859,0.26,0.36,3,0,1,0.58,543271,48,155230,0.62,0.351,0
22,186080,0.26,0.23,2,5,9,0.89,574166,24,394190,0.5,0.268,0
45,66667,0.45,0.43,1,1,10,0.82,362569,24,200385,0.3,0.439,0
36,91499,0.52,0.14,0,10,12,0.81,573019,48,267325,0.88,0.241,0
36,27153,3.16,0.73,2,11,13,0.4,1028852,24,214381,0.86,1.0,1
31,137148,0.35,0.38,2,8,14,0.97,568093,60,322082,0.92,0.242,0
55,179929,0.38,0.11,2,4,7,0.95,817996,12,70699,0.85,0.174,0
43,122722,0.4,0.1,2,4,1,0.59,593209,24,35719,0.61,0.295,0
25,147814,0.04,0.26,3,2,4,0.81,73255,48,192192,0.55,0.229,0
55,162550,0.11,0.7,0,8,14,0.92,209476,60,469592,0.7,0.348,0
49,186396,0.03,0.11,2,3,7,0.85,73881,36,480506,0.82,0.112,0
25,106090,0.91,0.87,0,11,12,0.81,1157587,60,360551,0.54,0.662,1
23,52152,0.57,0.26,3,10,13,0.51,354067,36,68068,0.41,0.45,0
26,158867,0.4,0.31,0,13,4,0.68,768926,24,5237,0.74,0.324,0
43,55155,1.58,0.17,2,13,2,0.61,1043739,12,38871,0.97,0.538,0
22,138320,0.2,0.27,3,9,1,0.63,337006,24,383873,0.96,0.227,0
38,38750,0.36,0.32,2,14,11,0.6,166137,24,219660,0.39,0.404,0
50,30478,3.27,0.1,3,14,10,0.83,1196301,12,348760,0.74,0.939,1
58,161821,0.15,0.45,2,9,3,0.44,287323,24,224730,0.66,0.375,0
25,194533,0.09,0.14,0,14,12,0.8,203826,60,87443,0.51,0.21,0
31,154853,0.19,0.62,0,0,5,0.49,356612,60,335387,0.99,0.369,0
21,101382,0.6,0.39,1,8,7,0.44,728675,24,349187,0.68,0.462,0
30,125529,0.43,0.25,3,10,4,0.54,640704,60,42623,0.31,0.425,0
46,46233,0.84,0.77,0,4,10,0.67,464935,60,426379,0.48,0.649,1
53,143604,0.62,0.75,3,14,6,0.53,1061503,48,142157,0.95,0.522,0
47,94624,0.53,0.76,0,5,4,0.78,598889,12,145892,0.47,0.548,0
32,32529,2.56,0.57,1,9,3,0.97,998494,60,459369,0.98,0.85,1
22,20075,1.02,0.59,1,10,9,0.53,244699,36,219180,0.31,0.694,1
21,117984,0.28,0.85,3,7,1,0.92,397189,48,414738,0.49,0.486,0
21,117175,0.82,0.9,3,6,9,0.47,1149102,36,36667,0.6,0.706,1
53,121906,0.08,0.71,3,12,10,0.97,121557,60,320319,0.96,0.282,0
42,21657,2.5,0.59,2,0,13,0.55,649007,36,243468,0.91,0.94,1
32,139693,0.62,0.17,3,6,8,0.45,1044118,24,326135,0.59,0.406,0
59,71023,1.4,0.44,3,6,2,0.5,1195902,24,377397,0.81,0.642,1
56,144411,0.05,0.8,1,10,12,0.7,93551,12,272498,0.57,0.438,0
41,165239,0.36,0.31,2,5,12,0.9,714305,36,404657,0.81,0.256,0
40,97471,0.95,0.55,3,5,4,0.92,1114319,48,463103,0.49,0.548,0
56,57637,0.19,0.81,2,0,4,0.51,132805,12,341258,0.62,0.505,0
46,34828,0.5,0.57,0,12,9,0.88,208670,12,421655,0.48,0.452,0
51,118653,0.41,0.3,3,14,7,0.79,588788,48,415200,0.49,0.352,0
21,106780,0.84,0.69,3,8,7,0.45,1079587,60,152390,0.98,0.566,0
58,58616,0.22,0.19,3,0,7,0.47,156963,48,88820,0.96,0.236,0
34,71416,1.25,0.81,3,9,10,0.57,1072767,60,30603,0.34,0.814,1
46,152595,0.65,0.48,2,6,12,0.62,1186948,36,274267,0.5,0.506,0
27,110825,0.17,0.4,1,14,12,0.68,223446,12,63464,0.45,0.356,0
32,159262,0.36,0.11,2,4,11,0.41,688979,60,448310,0.34,0.378,0
44,81850,0.41,0.44,2,14,14,0.65,405445,60,407135,0.49,0.429,0
39,71079,0.39,0.76,1,12,11,0.73,329062,24,84299,0.46,0.526,0
29,165512,0.32,0.22,1,7,2,0.77,636826,48,7578,0.96,0.211,0
55,94016,0.47,0.42,3,9,13,0.59,529064,48,304066,0.49,0.448,0
24,74698,1.3,0.15,3,13,6,0.91,1163813,36,313928,0.62,0.472,0
52,145650,0.46,0.66,0,1,9,0.68,811204,48,212612,0.7,0.47,0
26,34966,2.71,0.83,1,4,4,0.89,1139090,12,383628,0.62,1.0,1
48,26045,0.78,0.86,3,0,5,0.57,244994,36,66415,0.88,0.606,1
48,82797,1.11,0.87,3,3,8,0.82,1101269,12,279000,0.89,0.64,1
49,91699,0.56,0.36,3,14,6,0.87,620533,36,330455,0.74,0.344,0
25,124765,0.77,0.25,3,3,8,0.99,1158459,36,222875,0.37,0.408,0
25,113646,0.81,0.43,1,3,13,0.53,1109560,24,340002,0.45,0.557,0
57,108279,0.17,0.29,3,3,3,0.82,221384,12,179680,0.54,0.272,0
48,167708,0.29,0.6,3,3,1,0.99,576988,24,470053,0.49,0.386,0
29,79614,0.42,0.89,1,13,5,0.71,401654,12,61678,0.95,0.484,0
49,108131,0.43,0.39,0,6,9,0.55,554636,12,90079,0.69,0.396,0
34,198401,0.28,0.12,3,7,9,0.46,675441,24,352375,0.38,0.344,0
58,105582,0.52,0.29,3,3,12,0.73,663799,12,381372,0.71,0.344,0
54,190322,0.32,0.59,3,2,7,0.9,741313,24,270970,0.93,0.32,0
57,91314,0.25,0.4,1,9,3,0.74,279238,60,424940,0.82,0.29,0
34,167823,0.44,0.54,3,9,4,0.61,891866,24,459416,0.93,0.391,0
38,164875,0.42,0.31,0,14,6,0.56,822772,36,476761,0.75,0.352,0
53,62530,1.39,0.88,1,13,5,0.42,1042318,12,45791,0.75,0.822,1
54,153102,0.04,0.23,0,5,7,0.88,79319,36,97619,0.45,0.224,0
48,80414,0.52,0.38,2,12,5,0.41,499997,36,493205,0.63,0.455,0
56,114566,0.37,0.65,3,5,12,0.72,513529,12,168393,0.47,0.482,0
57,52040,0.22,0.16,3,0,2,0.98,138635,12,220939,0.81,0.153,0
43,33945,1.14,0.29,3,12,12,0.98,464981,12,126044,0.64,0.462,0
37,131004,0.28,0.73,2,7,6,0.75,439197,12,68410,0.57,0.462,0
31,161710,0.12,0.64,2,7,14,0.83,234845,12,373462,0.9,0.308,0
52,27558,1.4,0.71,0,0,9,0.67,463319,48,325740,0.32,0.8,1
57,48537,1.89,0.12,1,1,7,0.63,1099909,12,76883,0.55,0.678,1
35,30037,0.27,0.48,2,13,13,0.72,95962,12,236120,0.83,0.326,0
24,41007,1.76,0.27,0,11,8,0.87,865041,60,184329,0.5,0.66,1
59,55064,1.44,0.45,1,8,13,0.78,950305,12,433780,0.96,0.57,0
50,30423,2.9,0.35,2,4,12,0.84,1059590,60,193848,0.65,0.949,1
30,44229,0.14,0.71,1,4,2,0.77,76435,60,87487,0.51,0.427,0
43,44628,0.97,0.75,2,14,4,0.83,517361,12,9041,0.72,0.595,0
44,145009,0.63,0.22,1,9,8,0.76,1104157,48,45982,0.83,0.316,0
56,62529,0.35,0.67,1,8,5,0.7,260779,48,366531,0.5,0.482,0
25,64884,1.2,0.13,3,2,11,0.7,933347,60,47483,0.4,0.526,0
57,156276,0.07,0.15,3,4,4,0.8,139713,36,351554,0.9,0.13,0
39,185248,0.27,0.74,2,3,10,0.7,604330,12,357946,0.54,0.478,0
57,102638,0.7,0.77,3,11,9,0.49,864466,12,215555,0.63,0.62,1
28,105884,0.31,0.31,1,14,8,0.96,388040,12,373656,0.64,0.266,0
27,23074,0.64,0.46,3,7,9,0.61,175836,36,388597,0.45,0.509,0
33,184693,0.41,0.14,1,8,5,0.89,907164,48,291873,0.75,0.224,0
57,161925,0.45,0.85,3,8,13,0.78,883945,12,319018,0.44,0.566,0
47,74998,0.37,0.48,3,13,5,0.75,331250,24,188776,0.31,0.448,0
38,52376,0.89,0.39,1,2,1,0.87,561666,24,171368,0.63,0.459,0
44,148936,0.12,0.24,2,9,6,0.98,211066,36,336941,0.38,0.242,0
22,76167,1.08,0.88,1,7,9,0.78,990621,24,95381,0.31,0.76,1
36,135517,0.19,0.12,0,14,8,0.64,308978,12,60479,0.98,0.165,0
34,51711,0.86,0.39,1,9,3,0.71,531235,60,251656,0.56,0.498,0
37,156568,0.32,0.23,0,5,7,0.57,595161,24,371858,0.43,0.361,0
26,105536,0.68,0.65,1,0,7,0.45,857688,48,298376,0.4,0.628,1
55,158992,0.46,0.35,0,13,2,0.77,873946,48,445585,0.58,0.368,0
37,72314,0.22,0.2,0,0,11,0.95,192847,36,273940,0.88,0.159,0
58,22700,1.65,0.64,0,6,11,0.56,450118,36,154253,0.99,0.726,1
26,124932,0.5,0.11,0,13,2,0.99,745411,12,375535,0.34,0.298,0
58,37958,0.79,0.88,3,13,2,0.81,358564,24,303863,0.61,0.622,1
41,35388,0.36,0.62,1,1,3,0.89,154388,12,441615,0.41,0.447,0
55,158264,0.5,0.26,0,14,6,0.61,940793,60,361714,0.53,0.388,0
43,181042,0.18,0.68,3,1,8,0.86,397919,12,146850,0.32,0.447,0
32,156640,0.57,0.63,2,6,11,0.4,1063127,12,333740,0.52,0.579,0
49,152623,0.64,0.52,1,14,6,0.91,1178816,60,484953,0.79,0.402,0
47,57447,1.41,0.7,1,12,2,0.42,971681,36,329158,0.55,0.803,1
26,179942,0.23,0.14,2,1,5,0.41,492974,12,405720,0.31,0.363,0
41,136308,0.14,0.6,0,13,12,0.88,226771,24,72470,0.59,0.351,0
27,105962,0.48,0.73,3,11,3,0.6,614172,24,365316,0.44,0.568,0
